縣市2,提供家具_衣櫃？,有產權登記？,所在樓層,鄉鎮市區,縣市,需要管理費？,距頂樓層數,刊登者類型,提供家具_天然瓦斯？,陽台數,最大出租所費天數,建物樓高,客廳數,房數,房數2,管理費2,衛浴數,月管理費,坪數
3,1,1,6,1806,18,0,18,1,0,1,8,24,2,3,2,1,2,0,22.42
1,1,1,7,1706,17,1,12,2,1,2,9,19,2,4,3,3,2,7900,82.5
3,1,1,0,1813,18,1,4,2,1,4,7,4,2,4,3,1,3,1200,57.71
3,1,1,16,1829,18,0,1,2,0,1,4,17,2,3,2,1,2,0,33.66
3,1,1,5,1400,14,0,8,1,1,1,15,13,2,4,3,1,2,0,32.0
2,0,1,0,1616,16,0,4,2,0,3,4,4,2,4,3,1,2,0,62.0
1,0,1,5,1700,17,1,13,2,1,1,8,18,2,2,1,2,1,4785,42.88
3,1,1,0,807,8,0,3,0,0,2,25,3,2,4,3,1,3,0,51.0
3,1,1,4,1407,14,0,10,2,1,1,10,14,1,2,1,1,1,0,28.0
2,1,1,9,1602,16,0,6,2,1,2,2,15,2,3,2,1,2,0,30.0
3,1,1,1,1407,14,0,7,2,1,1,8,8,1,2,1,1,1,0,20.0
3,1,1,14,1401,14,0,0,2,1,2,10,14,2,3,2,1,2,0,24.0
3,1,1,10,1404,14,1,4,2,1,1,2,14,2,2,1,2,2,2500,35.0
3,1,1,24,1201,12,1,0,2,1,1,14,24,2,3,2,2,2,3000,30.0
2,1,0,6,1624,16,1,1,1,0,1,12,7,2,2,1,2,1,2000,27.0
2,1,1,15,1117,11,1,14,2,0,0,15,29,1,1,1,2,1,1850,15.8
2,1,1,2,1602,16,0,12,2,1,1,7,14,2,2,1,1,1,0,25.0
3,1,0,8,1407,14,1,2,2,1,2,11,10,1,1,1,2,1,2800,20.0
2,1,1,17,1604,16,0,7,2,1,1,2,24,2,2,1,1,1,0,33.85
2,1,1,6,1603,16,1,6,2,1,1,16,12,2,2,1,2,1,2000,23.0
2,0,0,9,1625,16,0,24,2,0,1,18,33,2,2,1,1,2,0,43.31
2,1,1,15,1602,16,0,0,2,1,1,2,15,2,2,1,1,1,0,16.0
2,0,1,15,1616,16,1,3,2,1,1,4,18,2,3,2,2,2,2500,30.26
2,1,1,3,1621,16,1,7,2,0,2,15,10,1,3,2,2,2,3000,40.0
3,1,1,6,1400,14,0,9,2,0,1,12,15,2,2,1,1,1,0,34.78
2,0,1,8,1604,16,1,7,2,1,2,7,15,2,3,2,2,2,3000,30.0
2,1,1,6,1602,16,1,9,2,1,2,21,15,1,3,2,2,2,2000,31.0
3,1,1,8,1407,14,0,2,2,1,1,18,10,2,2,1,1,1,0,45.0
2,1,1,8,1109,11,1,9,0,1,2,8,17,2,3,2,2,2,3020,30.0
2,0,1,0,1602,16,1,18,2,0,2,7,18,1,2,1,2,1,2000,30.0
3,1,1,11,1815,18,1,15,1,0,2,9,26,2,3,2,2,2,2671,22.12
2,1,1,12,1616,16,1,3,2,0,1,5,15,2,2,1,2,1,2500,20.0
3,1,0,12,1309,13,1,3,2,1,1,5,15,2,3,2,2,2,2309,28.5
2,0,1,1,1624,16,1,14,2,0,1,11,15,1,1,1,2,1,3000,25.0
2,0,1,1,1624,16,0,2,2,0,0,3,3,0,0,1,1,0,0,132.0
2,0,1,13,1110,11,1,1,2,1,2,18,14,2,4,3,2,2,4100,76.14
3,1,1,12,1400,14,0,11,2,1,1,8,23,2,3,2,1,2,0,48.8
3,1,1,0,1824,18,0,2,2,0,2,3,2,2,4,3,1,2,0,56.42
3,0,1,2,1309,13,1,10,1,1,2,11,12,2,3,2,2,2,2950,27.0
2,0,1,20,1117,11,1,3,2,1,1,7,23,2,2,1,2,2,1973,32.89
2,0,1,9,1604,16,0,3,2,0,1,7,12,2,3,2,1,2,0,30.0
2,1,1,5,1619,16,1,10,2,1,1,16,15,2,2,1,2,1,1986,17.43
2,0,1,11,1621,16,1,2,2,1,1,2,13,2,3,2,2,2,2000,25.0
3,1,1,3,1309,13,1,8,2,1,2,18,11,1,2,1,2,1,2295,20.0
2,0,1,11,1601,16,0,13,2,1,2,4,24,2,3,2,1,2,0,38.0
3,1,1,11,2511,25,1,2,2,1,1,11,13,2,2,1,2,2,2629,36.0
2,0,1,9,1616,16,1,1,2,0,1,29,10,1,2,1,2,1,1690,24.0
3,1,1,9,2500,25,1,6,2,1,2,15,15,2,3,2,2,2,2860,44.01
3,1,0,1,1407,14,1,11,2,1,2,21,12,2,4,3,2,3,3580,40.0
2,1,1,21,1117,11,1,2,2,0,1,8,23,2,3,2,2,2,3317,26.97
2,1,0,6,1603,16,1,8,2,1,1,20,14,2,2,1,1,2,1416,30.0
3,0,1,8,1310,13,0,5,0,1,1,3,13,1,2,1,1,1,0,22.0
3,1,1,24,1803,18,0,0,2,1,1,23,24,1,2,1,1,1,0,17.55
3,1,0,6,2116,21,1,9,2,1,2,25,15,2,3,2,2,2,2000,36.0
3,0,0,1,1202,12,0,5,2,0,1,10,6,1,3,2,1,2,0,30.0
2,1,0,2,1625,16,0,10,2,0,1,7,12,1,1,1,1,1,0,22.5
2,0,1,1,1611,16,0,8,2,1,1,14,9,2,4,3,1,2,0,35.0
3,1,1,6,2520,25,1,8,2,0,2,17,14,1,3,2,2,2,2500,37.18
2,1,1,8,1602,16,1,7,2,1,1,9,15,2,2,1,2,2,3000,32.0
3,1,1,5,1407,14,0,9,2,1,2,11,14,2,2,1,1,1,0,25.0
3,1,1,24,1309,13,1,3,2,1,1,16,27,2,3,2,2,2,3000,35.0
2,1,1,4,1601,16,0,18,2,0,1,4,22,1,2,1,1,1,0,25.0
2,1,1,11,1110,11,0,3,1,1,2,11,14,1,3,2,1,2,0,39.11
2,1,1,5,1601,16,1,13,2,1,1,3,18,1,1,1,1,1,1330,18.0
3,0,1,9,1407,14,0,5,2,1,2,8,14,2,4,3,1,2,0,67.65
2,1,1,5,1621,16,1,6,2,1,2,21,11,2,2,1,2,1,2000,30.0
2,0,1,0,1613,16,0,5,2,1,2,2,5,2,4,3,1,3,0,61.0
3,1,1,6,2500,25,1,9,2,1,3,8,15,2,3,2,2,2,2326,52.33
2,1,1,4,1624,16,1,2,2,1,0,3,6,2,2,1,2,1,2000,43.0
1,1,1,9,1708,17,1,7,2,1,2,15,16,2,3,2,2,2,3800,50.0
2,1,1,3,1102,11,1,21,2,1,1,3,24,2,2,1,2,1,2106,18.0
2,1,0,14,1602,16,1,1,2,1,2,11,15,2,2,1,2,1,2564,30.0
2,1,1,2,1625,16,1,12,2,1,1,2,14,2,3,2,2,2,2000,30.0
2,1,1,9,1604,16,1,7,2,1,2,10,16,2,2,1,2,1,2500,39.0
2,1,1,15,1602,16,0,0,2,1,1,2,15,2,2,1,1,1,0,18.0
2,1,1,5,1604,16,1,19,2,1,1,11,24,2,2,1,2,1,2903,23.0
3,0,1,4,501,5,0,3,2,0,0,18,7,1,4,3,1,2,0,23.53
2,0,1,3,1602,16,1,11,2,1,2,4,14,2,3,2,2,2,3840,26.0
3,1,1,12,1815,18,1,15,2,1,2,31,27,2,3,2,2,2,2705,22.67
2,1,1,6,1128,11,0,6,2,1,1,13,12,2,2,1,1,1,0,26.0
3,1,1,9,1402,14,1,0,2,1,3,11,9,2,3,2,2,2,2400,41.38
3,1,1,13,2500,25,1,11,2,1,2,5,24,2,3,2,2,2,1580,36.2
2,1,0,9,1602,16,1,3,2,1,2,8,12,2,2,1,2,1,2500,25.0
3,1,1,8,2511,25,1,7,2,1,2,31,15,2,3,2,3,2,19563,36.35
2,0,1,13,1604,16,1,1,2,0,2,11,14,2,4,3,2,2,2500,50.0
2,1,1,4,1602,16,1,11,2,1,2,17,15,2,3,2,2,2,2805,37.0
2,0,1,17,1604,16,1,1,2,0,1,22,18,2,2,1,2,1,2000,25.0
2,1,0,4,1625,16,0,8,2,1,2,7,12,2,3,2,1,2,0,25.0
3,0,1,25,2537,25,1,4,2,0,2,19,29,2,3,2,2,2,3660,50.28
2,1,1,9,1601,16,1,6,2,0,1,6,15,1,1,1,2,1,1640,19.0
2,0,1,9,1604,16,1,3,2,1,2,19,12,2,4,3,2,2,3780,42.0
2,1,1,11,1602,16,1,1,2,1,2,11,12,1,3,2,2,2,1530,30.0
2,1,1,19,1602,16,0,3,2,1,2,17,22,2,3,2,1,2,0,29.0
3,1,1,8,1404,14,0,5,2,1,2,17,13,2,2,1,1,1,0,20.76
2,0,1,8,1111,11,0,7,1,1,1,8,15,2,3,2,1,2,0,38.32
1,1,0,3,1703,17,1,8,2,1,1,17,11,2,2,1,3,2,8200,47.88
2,1,1,10,1109,11,1,2,0,1,1,23,12,1,2,1,2,1,2924,22.63
2,1,1,8,1613,16,1,7,2,1,2,6,15,2,3,2,2,2,3000,31.0
3,1,1,11,2521,25,1,11,2,1,2,30,22,2,3,2,2,2,2437,43.62
3,0,1,14,1401,14,0,1,2,1,1,8,15,1,2,1,1,1,0,28.8
2,0,1,5,1110,11,1,16,0,1,1,12,21,1,3,2,2,2,4000,40.0
1,0,1,10,1702,17,1,2,2,1,0,4,12,2,3,2,2,2,2750,44.91
3,1,1,12,1407,14,1,4,2,1,1,8,16,2,3,2,2,2,2000,32.73
3,1,1,3,1309,13,1,9,0,1,1,30,12,2,4,3,2,2,4300,63.0
1,0,1,10,1703,17,0,1,2,1,1,15,11,2,3,2,1,2,0,44.48
3,1,1,9,1407,14,0,3,2,0,0,10,12,1,1,1,1,1,0,15.0
2,1,1,15,1602,16,0,0,2,1,1,6,15,1,3,2,1,2,0,27.8
2,0,0,10,1612,16,1,2,2,1,2,10,12,2,3,2,2,2,2000,50.0
3,1,1,5,1407,14,0,4,0,1,1,8,9,2,3,2,1,2,0,24.0
3,1,1,3,1400,14,0,7,0,1,2,16,10,2,3,2,1,2,0,27.0
3,1,1,2,1407,14,0,13,2,1,2,5,15,2,3,2,1,2,0,34.81
3,1,1,7,1400,14,0,13,2,1,1,15,20,2,2,1,1,1,0,18.4
1,1,1,8,1701,17,1,15,2,1,1,23,23,2,3,2,2,2,4000,47.0
2,1,0,8,1604,16,1,7,2,1,1,30,15,2,2,1,2,2,3000,25.0
2,0,1,4,1124,11,1,7,0,1,1,11,11,2,2,1,2,1,2525,28.58
2,0,1,3,1625,16,1,11,2,1,2,10,14,2,4,3,3,2,5293,51.5
2,0,1,3,1602,16,1,12,2,1,1,9,15,1,2,1,2,1,2200,31.0
3,1,1,8,1409,14,1,6,2,1,2,3,14,1,2,1,2,1,2000,17.5
3,1,1,20,1401,14,0,4,2,0,1,2,24,2,2,1,1,1,0,23.47
3,1,1,11,2513,25,1,4,2,1,1,29,15,1,2,1,2,1,3081,27.89
1,1,1,6,1704,17,0,12,2,1,1,18,18,2,2,1,1,1,0,26.15
2,1,1,10,1112,11,0,4,2,1,1,20,14,2,2,1,1,1,0,28.0
3,1,1,12,1401,14,0,6,0,1,1,10,18,2,2,1,1,1,0,31.0
2,1,0,6,1611,16,0,9,0,1,2,19,15,2,3,2,1,2,0,39.0
2,1,1,14,1625,16,1,1,0,1,0,19,15,2,2,1,2,1,2000,25.0
3,0,1,4,1309,13,1,11,2,1,2,8,15,2,3,2,2,2,4000,40.0
3,1,1,13,1309,13,1,0,1,1,1,2,13,2,2,1,2,1,1790,19.0
3,1,1,9,1400,14,1,1,2,1,1,5,10,1,1,1,1,1,1450,21.19
2,1,1,10,1625,16,0,2,2,1,0,12,12,1,2,1,1,1,0,15.0
3,1,1,6,2511,25,1,1,2,1,1,30,7,2,3,2,2,2,3300,48.72
2,1,1,12,1102,11,1,9,2,1,1,15,21,2,3,2,2,2,3914,56.52
3,1,1,0,501,5,0,1,0,0,2,24,1,2,3,2,1,2,0,32.0
2,0,0,8,1621,16,1,4,2,0,1,15,12,2,4,3,2,2,1883,53.81
2,1,1,9,1625,16,1,3,2,1,1,13,12,2,2,1,2,2,5000,30.0
3,1,1,20,1802,18,0,0,2,1,1,7,20,2,4,3,1,2,0,57.7
1,1,1,3,1700,17,1,9,2,1,2,17,12,2,3,2,3,2,9000,77.0
3,1,1,16,1407,14,0,1,2,1,1,8,17,2,3,2,1,2,0,26.38
2,1,0,15,1602,16,1,0,1,1,2,9,15,2,3,2,2,2,3000,42.5
3,1,1,10,1407,14,0,2,2,1,0,19,12,1,2,1,1,1,0,25.1
3,1,1,8,1400,14,0,7,2,1,1,9,15,2,2,1,1,1,0,12.1
1,1,1,5,1700,17,1,2,2,1,1,20,7,2,1,1,3,2,6098,30.49
2,0,1,6,1117,11,0,9,1,1,1,18,15,2,2,1,1,1,0,20.0
2,0,0,0,1613,16,0,5,2,1,5,10,5,4,6,3,1,3,0,80.0
2,1,1,11,1604,16,1,2,2,1,1,12,13,2,2,1,2,1,2000,25.0
3,1,0,10,1401,14,0,6,1,0,1,10,16,2,2,1,1,1,0,18.0
3,1,1,5,1400,14,0,6,2,1,0,28,11,2,3,2,1,2,0,28.0
2,1,0,14,1616,16,0,2,2,1,2,3,16,2,3,2,1,2,0,40.0
3,1,1,9,1400,14,0,16,2,0,1,16,25,1,2,1,1,1,0,24.1
1,1,1,2,1708,17,0,36,1,1,1,9,38,1,1,1,1,1,0,23.0
2,0,1,10,1613,16,1,4,2,1,2,28,14,2,3,2,2,2,2999,30.0
2,0,0,8,1601,16,1,7,2,0,2,3,15,2,2,1,2,1,2000,28.0
2,1,1,5,1602,16,0,7,2,1,1,8,12,2,2,1,1,1,0,28.0
2,1,1,21,1625,16,1,3,2,1,1,15,24,1,2,1,2,1,2671,17.19
2,1,1,10,1602,16,1,5,2,1,1,5,15,2,2,1,2,1,2000,20.0
2,1,1,18,1601,16,1,2,2,1,1,13,20,2,2,1,2,1,3001,30.0
2,1,1,5,1621,16,1,7,2,0,1,12,12,1,1,1,1,1,1000,18.0
3,1,1,4,1400,14,0,7,2,1,2,17,11,2,3,2,1,2,0,35.0
2,1,0,8,1604,16,1,6,2,1,2,6,14,2,2,1,2,2,3000,25.0
3,1,1,13,1400,14,0,1,2,1,11,4,14,2,2,1,1,2,0,18.67
3,0,1,9,2521,25,1,6,0,1,2,5,15,2,3,2,2,2,2976,40.0
2,1,1,6,1625,16,1,6,2,1,1,26,12,1,2,1,2,1,2500,15.0
2,0,1,0,1603,16,0,4,2,1,1,4,4,2,5,3,1,3,0,50.0
2,1,0,4,1618,16,1,3,2,1,1,3,7,2,2,1,2,1,2000,21.42
2,1,1,9,1624,16,1,17,2,1,2,10,26,2,4,3,2,2,5000,50.0
3,1,1,4,2505,25,1,25,2,1,2,20,29,2,4,3,3,2,6407,93.82
3,1,1,11,1408,14,0,4,2,1,0,5,15,2,3,2,1,2,0,26.8
3,1,1,13,1201,12,1,2,2,1,1,11,15,2,3,2,2,2,3000,45.0
3,1,1,8,2520,25,1,7,2,1,1,14,15,1,2,1,2,1,2000,20.0
3,1,1,2,1410,14,0,9,1,1,2,29,11,2,3,2,1,2,0,31.33
2,0,1,10,1117,11,1,5,2,1,1,29,15,2,2,1,2,1,1735,29.73
2,1,1,7,1112,11,0,0,2,1,1,3,7,2,3,2,1,1,0,37.95
2,1,1,3,1601,16,1,4,2,0,1,28,7,2,3,2,2,1,2000,35.0
2,1,1,14,1601,16,1,1,2,1,2,10,15,2,2,1,2,1,2000,25.0
1,1,0,3,1700,17,1,8,2,0,1,9,11,1,2,1,2,1,3983,22.13
2,1,1,1,1621,16,1,14,2,1,2,8,15,2,3,2,2,2,2000,45.0
2,1,1,12,1110,11,1,6,2,1,1,5,18,1,2,1,2,1,2500,23.13
2,0,1,5,1602,16,1,10,2,1,1,11,15,2,3,2,2,2,2500,39.0
3,1,0,11,1407,14,1,1,2,1,0,2,12,2,3,2,2,2,2300,36.0
3,1,1,9,1309,13,0,5,2,1,1,3,14,2,2,1,1,1,0,20.0
3,1,1,11,1201,12,0,3,2,1,2,19,14,2,3,2,1,2,0,32.0
3,0,1,0,904,9,0,3,0,0,0,4,3,1,4,3,1,3,0,100.0
3,1,0,9,1201,12,1,1,1,1,2,2,10,1,2,1,1,1,1500,25.0
2,1,1,15,1625,16,0,6,2,1,1,8,21,2,2,1,1,1,0,20.0
2,1,1,12,1604,16,1,10,2,0,1,14,22,1,2,1,2,1,1761,16.0
2,1,1,6,1117,11,1,11,0,0,1,11,17,2,3,2,2,2,1800,32.0
3,1,1,17,1309,13,0,12,2,1,2,22,29,2,3,2,1,2,0,30.0
2,1,0,9,1625,16,1,13,2,1,1,3,22,1,1,1,1,1,1500,18.0
3,1,1,5,1407,14,0,15,2,1,3,7,20,2,3,2,1,2,0,27.29
2,0,1,3,1602,16,1,11,2,0,1,6,14,2,3,2,2,2,3840,26.0
3,1,1,18,1309,13,0,5,1,1,1,14,23,2,2,1,1,1,0,20.0
2,0,1,1,1111,11,0,1,2,0,0,16,2,0,0,1,1,0,0,17.0
2,1,0,6,1604,16,1,8,2,0,1,7,14,2,2,1,1,2,1416,25.0
2,1,0,8,1621,16,1,17,2,1,0,3,25,2,4,3,2,2,3000,81.45
1,1,1,13,1700,17,0,1,2,1,2,25,14,2,3,2,1,2,0,78.0
2,1,1,16,1625,16,1,5,2,1,1,2,21,2,2,1,2,1,2000,38.6
3,0,1,4,1309,13,1,1,2,1,2,9,5,2,2,1,1,2,430,18.39
2,1,1,0,1613,16,0,5,1,1,1,19,5,2,4,3,1,2,0,35.0
3,1,1,8,1409,14,0,6,2,1,2,13,14,2,4,3,1,2,0,36.65
2,1,1,0,1604,16,0,5,2,1,4,28,5,2,4,3,1,3,0,70.0
3,1,1,10,1401,14,0,3,2,1,1,29,13,2,2,1,1,1,0,39.33
3,0,1,7,1400,14,0,9,2,1,2,28,16,2,2,1,1,2,0,47.0
3,1,1,8,1201,12,1,6,2,1,2,20,14,2,4,3,2,3,2000,40.0
2,1,0,10,1625,16,1,4,2,1,1,6,14,1,1,1,2,1,2000,12.0
1,0,1,12,1706,17,1,2,2,1,1,25,14,2,3,2,3,2,5173,44.17
3,0,1,5,1309,13,1,19,2,1,5,16,24,2,3,2,2,2,3600,56.0
1,1,1,7,1700,17,1,2,2,1,1,9,9,2,3,2,2,2,4320,37.0
3,1,1,13,1309,13,1,9,2,1,2,15,22,2,3,2,2,2,4000,40.0
2,1,1,22,1103,11,1,1,2,1,2,29,23,2,2,1,2,1,4061,35.51
2,1,0,4,1624,16,1,3,2,0,2,12,7,2,3,2,2,2,2200,49.0
1,1,1,3,1702,17,1,9,2,1,1,11,12,2,2,1,2,1,3303,28.75
2,1,0,12,1616,16,1,3,2,1,2,3,15,2,3,2,2,2,3000,45.0
2,0,1,0,1621,16,0,3,2,1,4,7,3,2,4,3,1,3,0,49.0
2,1,1,3,1602,16,1,19,2,1,1,16,22,2,2,1,2,2,2000,25.0
3,1,1,3,1309,13,1,11,2,1,1,2,14,2,2,1,2,1,2200,18.0
3,0,1,3,1402,14,0,8,2,1,2,25,11,2,3,2,1,2,0,28.71
3,0,1,12,1401,14,1,1,2,1,2,19,13,1,3,2,2,2,2075,41.49
3,1,1,7,1402,14,1,3,2,1,2,14,10,2,2,1,2,1,2736,32.0
2,1,0,7,1625,16,1,1,2,0,1,5,8,1,1,1,2,1,2000,24.3
2,0,1,2,1110,11,1,12,2,1,1,9,14,2,4,3,2,2,4229,48.37
2,1,1,16,1602,16,1,13,2,1,1,8,29,2,3,2,2,2,3600,55.0
3,1,1,7,1400,14,0,3,2,1,2,10,10,2,2,1,1,1,0,21.0
2,0,1,24,1111,11,0,1,2,0,2,5,25,2,4,3,1,3,0,92.55
2,0,0,5,1602,16,1,10,2,1,2,11,15,2,3,2,2,2,3000,28.0
3,1,1,8,1400,14,0,4,2,1,1,16,12,2,2,1,1,1,0,38.49
2,0,1,9,1621,16,1,5,2,0,1,12,14,1,2,1,1,2,1500,30.0
2,0,0,6,1613,16,1,9,2,1,2,17,15,2,4,3,2,2,2000,62.3
2,1,0,4,1625,16,1,9,2,1,1,10,13,1,2,1,2,1,2369,35.0
2,1,1,4,1625,16,1,18,2,1,2,4,22,2,3,2,2,2,3000,36.0
2,0,1,10,1111,11,0,3,2,1,2,31,13,2,3,2,1,2,0,31.58
2,1,1,8,1625,16,1,14,2,1,3,10,22,2,3,2,2,2,2000,35.0
3,1,1,2,1309,13,1,13,2,1,1,7,15,2,2,1,2,1,2000,20.0
2,0,1,8,1117,11,0,19,2,1,1,30,27,1,2,1,1,1,0,23.83
2,1,1,5,1625,16,0,27,2,1,2,2,32,2,3,2,1,2,0,46.0
3,1,1,12,1400,14,0,8,2,1,1,26,20,2,3,2,1,2,0,24.0
3,1,1,9,1400,14,0,6,2,1,2,27,15,2,3,2,1,2,0,56.63
2,1,0,6,1602,16,1,9,2,1,2,25,15,2,4,3,2,2,4000,50.0
3,1,1,8,1401,14,0,5,2,1,1,10,13,2,2,1,1,1,0,31.48
2,1,1,27,1625,16,1,8,2,1,2,27,35,2,4,3,3,3,8270,109.0
1,0,1,3,1703,17,0,5,0,1,0,3,8,1,2,1,1,1,0,30.52
2,1,1,0,1613,16,0,1,2,1,4,9,1,2,4,3,1,4,0,55.0
3,1,1,4,1815,18,0,4,2,0,2,4,8,2,3,2,1,2,0,27.67
2,1,0,14,1602,16,1,1,2,1,2,27,15,2,3,2,2,2,2999,30.0
1,1,1,8,1702,17,1,7,2,0,1,30,15,2,1,1,2,1,4544,25.2
2,1,1,4,1625,16,1,11,2,1,1,21,15,1,1,1,2,1,2000,18.0
3,1,1,6,2528,25,1,6,2,1,2,1,12,2,3,2,2,2,2585,48.29
3,0,1,11,1309,13,1,11,2,1,3,14,22,2,4,3,3,2,7707,51.0
2,1,1,6,1625,16,1,8,2,1,1,13,14,2,2,1,2,1,2000,20.0
2,1,0,3,1602,16,1,9,2,1,2,13,12,2,3,2,2,2,3000,56.0
3,1,0,8,1400,14,0,4,2,1,1,3,12,1,2,1,1,1,0,25.27
3,1,1,3,1409,14,0,11,2,1,5,27,14,2,4,3,1,2,0,69.17
2,1,1,9,1625,16,1,3,2,1,1,2,12,1,2,1,2,1,3000,42.0
2,1,1,7,1100,11,1,13,0,1,1,15,20,2,2,1,2,1,1900,21.0
3,0,0,0,2505,25,0,3,2,0,1,7,3,2,3,2,1,2,0,28.0
2,1,1,8,1625,16,0,3,2,1,2,3,11,2,4,3,1,2,0,30.0
2,1,1,13,1104,11,1,0,2,1,1,26,13,3,4,3,2,2,2500,30.41
2,1,1,9,1625,16,1,19,2,1,2,14,28,2,3,2,2,2,3000,51.0
2,1,1,9,1611,16,1,3,2,1,1,12,12,1,2,1,2,1,3000,20.0
2,1,1,11,1110,11,1,7,2,1,2,10,18,2,3,2,3,3,9340,83.58
3,1,1,14,1407,14,1,1,2,1,2,5,15,2,3,2,2,1,2800,38.0
1,1,1,2,1709,17,1,12,0,1,1,51,14,2,2,1,2,1,2613,20.8
2,1,1,12,1604,16,1,12,2,0,1,4,24,2,2,1,2,1,2000,20.0
2,1,1,17,1611,16,0,5,0,1,2,5,22,2,3,2,1,2,0,38.42
2,1,1,3,1603,16,0,11,2,1,2,3,14,2,3,2,1,2,0,47.8
2,1,1,1,1618,16,0,6,2,0,1,23,7,1,1,1,1,1,0,12.6
3,0,0,11,1407,14,0,9,2,0,1,8,20,2,3,2,1,2,0,27.0
3,1,1,12,1806,18,1,7,2,1,1,11,19,2,3,2,2,2,2514,29.18
2,1,1,10,1613,16,0,4,2,1,2,5,14,2,4,3,1,2,0,40.0
2,0,1,9,1603,16,0,5,0,0,2,8,14,2,3,2,1,2,0,37.0
2,1,1,4,1601,16,1,8,2,1,1,3,12,2,4,3,1,2,1420,26.0
3,1,1,17,1309,13,1,7,1,1,5,2,24,2,3,2,2,2,3000,33.0
3,1,1,4,2116,21,1,7,2,1,1,9,11,2,3,2,2,2,2000,32.0
2,1,1,16,1109,11,0,3,0,1,1,20,19,2,3,2,1,2,0,29.0
2,0,1,14,1616,16,0,1,2,1,1,4,15,2,3,2,1,2,0,30.0
3,0,1,1,2535,25,1,13,2,1,2,11,14,2,3,2,2,2,1850,33.79
3,1,1,2,2511,25,0,6,2,0,1,30,8,1,2,1,1,1,0,18.15
3,1,1,3,1306,13,0,2,2,0,1,6,5,2,2,1,1,1,0,20.7
2,1,1,7,1624,16,1,8,2,1,1,18,15,1,4,3,2,2,2619,56.3
3,0,1,4,1201,12,0,20,2,1,1,10,24,2,3,2,1,2,0,30.0
1,0,1,11,1708,17,1,2,2,0,2,9,13,2,3,2,3,2,11720,61.21
2,1,1,8,1611,16,1,7,2,1,2,3,15,2,2,1,2,1,2001,20.0
3,0,1,4,1404,14,1,15,2,1,2,9,19,2,2,1,2,2,2626,26.0
2,1,0,9,1625,16,1,3,2,1,1,16,12,2,2,1,2,1,3000,26.0
3,1,1,3,1201,12,1,18,1,1,1,5,21,2,3,2,2,2,2260,30.0
3,1,1,9,1409,14,1,1,2,1,2,6,10,2,3,2,2,2,2150,34.26
3,1,1,14,2116,21,1,0,2,1,2,3,14,2,3,2,2,2,2000,36.0
2,1,1,8,1602,16,1,5,2,1,2,7,13,2,3,2,2,2,3100,30.9
2,1,1,4,1602,16,0,5,2,1,1,28,9,1,2,1,1,1,0,18.0
3,1,1,13,1400,14,0,2,2,1,1,12,15,2,3,2,1,1,0,35.4
3,1,1,3,1400,14,1,9,2,1,2,29,12,2,3,2,2,2,2345,46.01
2,0,1,10,1111,11,1,14,2,1,2,9,24,2,4,3,3,2,5545,72.06
3,1,1,8,1400,14,0,7,2,1,1,12,15,1,2,1,1,1,0,28.51
2,0,1,3,1620,16,1,10,2,1,0,6,13,2,3,2,2,2,3514,25.98
3,1,1,6,1306,13,0,5,2,1,1,4,11,1,2,1,1,1,0,16.0
2,1,1,8,1621,16,0,4,0,1,2,15,12,2,4,3,1,2,0,45.0
1,1,1,2,1703,17,0,12,2,1,2,7,14,2,2,1,1,1,0,27.02
2,1,1,8,1625,16,1,4,2,1,2,18,12,2,3,2,2,2,4880,53.0
2,0,1,2,1113,11,0,13,2,1,2,26,15,2,3,2,1,2,0,25.12
1,1,1,3,1702,17,1,8,1,1,1,11,11,1,2,1,2,2,2335,26.6
2,1,1,8,1625,16,1,7,2,1,2,7,15,1,2,1,2,1,3000,25.0
2,1,1,14,1611,16,1,10,2,1,1,21,24,2,3,2,2,2,3443,27.61
3,1,1,2,2520,25,1,18,2,0,1,30,20,1,2,1,2,1,2104,33.36
2,1,1,3,1601,16,1,7,2,1,1,16,10,2,2,1,2,2,2624,25.8
3,1,1,7,1803,18,0,2,2,1,2,7,9,2,3,2,1,2,0,26.0
2,0,1,2,1112,11,0,10,2,1,1,26,12,2,4,3,1,3,0,39.0
2,1,1,5,1602,16,1,10,2,1,1,14,15,2,2,1,2,1,2000,20.0
3,1,1,12,1815,18,0,6,2,0,1,19,18,2,3,2,1,2,0,43.18
2,1,1,5,1602,16,1,9,2,0,2,8,14,2,3,2,2,2,2000,30.0
2,1,1,8,1604,16,1,1,2,1,1,11,9,1,2,1,2,1,2530,33.0
3,1,1,4,1309,13,1,10,2,1,2,8,14,2,2,1,2,1,2000,25.0
2,0,1,11,1620,16,0,1,2,1,2,2,12,2,3,2,1,2,0,24.0
2,0,0,8,1601,16,0,2,1,1,1,2,10,1,2,1,1,1,0,27.0
3,1,1,4,1411,14,1,11,2,0,1,15,15,2,2,1,2,1,2300,33.13
3,1,1,24,1815,18,1,0,0,1,1,9,24,2,2,1,1,2,1380,27.0
2,0,1,6,1117,11,1,21,2,0,1,7,27,2,2,1,2,1,1683,27.66
2,1,0,13,1601,16,1,9,2,0,1,6,22,1,2,1,2,1,1800,26.5
3,1,1,10,808,8,1,0,2,0,1,10,10,2,1,1,2,2,1826,20.0
3,0,1,5,1408,14,0,5,2,1,2,24,10,2,3,2,1,2,0,40.49
1,1,1,0,1710,17,0,3,2,1,4,7,3,3,5,3,1,4,0,85.01
